book_id,goodreads_book_id,title,authors,genres
6955,2336803,"The Last Patriot (Scot Harvath, #7)",Brad Thor,"action-thriller,adult-fiction,fiction,fiction-thriller,historical-fiction,military,military-fiction,military-thriller,mystery,mystery-suspense,mystery-thriller,political-thriller,political-thrillers,spy-thriller,spy-thrillers,suspense,suspense-thriller,thriller,thriller-mystery,thrillers"
6956,214856,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",Obert Skye,"children,children-s,children-s-books,children-s-literature,childrens,childrens-books,childrens-fantasy,childrens-lit,fantasy,fantasy-fiction,fantasy-sci-fi,fantasy-series,fiction,juvenile-fiction,magic,middle-grade,middle-grades,modern-fantasy,mystery,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,teen,teens,ya,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fiction"
6957,18228202,Bridge to Haven,Francine Rivers,"adult-fiction,christian-fiction,christian-romance,contemporary,contemporary-fiction,fiction,fiction-christian,fiction-to-read,general-fiction,historical,historical-fiction,historical-romance,inspirational-fiction,romance,women-s-fiction"
6958,16071736,The Engagements,J. Courtney Sullivan,"adult-fiction,contemporary,contemporary-fiction,fiction,general-fiction,historical,historical-fiction,history,literary-fiction,modern-fiction,realistic-fiction,romance,to-read-fiction,women-s-fiction"
6959,13168,"Runaway Ralph (Ralph S. Mouse, #2)",Beverly Cleary,"animal-fiction,children,children-books,children-s,children-s-books,children-s-chapter-books,children-s-fiction,children-s-lit,children-s-literature,childrens,childrens-books,childrens-chapter-books,childrens-fiction,childrens-lit,childrens-literature,childrens-ya,classics,fantasy,fiction,junior-fiction,kids-fiction,middle-grade,ya,young-adult,youth-fiction"
6960,13640229,"Creed (Unfinished Hero, #2)",Kristen Ashley,"adult-romance,contemporary,contemporary-romance,erotic-romance,fiction,romance,romance-contemporary,romantic-suspense,second-chance-romance,suspense"
6961,2142,Blink,Ted Dekker,"adult-fiction,christian-fiction,christian-literature,christian-romance,christianfiction,contemporary,fantasy,fiction,fiction-christian,general-fiction,horror,mystery,mystery-suspense,non-fiction,religious-fiction,romance,sci-fi,science-fiction,scifi-fantasy,suspense,suspense-thriller,thriller,thriller-mystery,thrillers,to-read-fiction,young-adult"
6962,27213121,"The Black Widow (Gabriel Allon, #16)",Daniel Silva,"action-thriller,adult-fiction,contemporary-fiction,crime,crime-mystery,crime-thriller,fiction,fiction-literature,fiction-read,historical-fiction,murder-mystery,mystery,mystery-and-thriller,mystery-suspense,mystery-suspense-thriller,mystery-thriller,spy-fiction,spy-thriller,spy-thrillers,suspense,suspense-thriller,thriller,thriller-suspense,thrillers"
6963,434764,Believing Christ: The Parable of the Bicycle and Other Good News,Stephen E. Robinson,"non-fiction,nonfiction,philosophy,philosophy-religion"
6964,10586539,Wake (Watersong #1),Amanda Hocking,"fantasy,fantasy-paranormal,fantasy-sci-fi,fiction,greek-mythology,magic,mystery,mythology,paranormal-fantasy,paranormal-romance,romance,teen,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,young-adult"
6965,25316313,A Dark Lure,Loreth Anne White,"adult-fiction,contemporary,crime,crime-thriller,fiction,horror,mystery,mystery-crime,mystery-suspense,mystery-suspense-thriller,mystery-thriller,psychological-thriller,psychological-thrillers,romance,romance-suspense,romantic-suspense,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
6966,17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,"historical,history,microhistory,military,non-fiction,non-fiction-history,non-fiction-science,non-fiction-to-read,nonfiction,nonfiction-to-read,read-non-fiction,to-read-history,to-read-non-fiction,to-read-nonfiction,war"
6967,67513,"Touch the Dark (Cassandra Palmer, #1)",Karen Chance,"adult-fiction,contemporary,fantasy,fantasy-paranormal,fantasy-urban,fiction,ghost,ghosts,horror,magic,mystery,mythology,paranormal-fantasy,paranormal-romance,romance,sci-fi-fantasy,witch,witches"
6968,11286,Carrion Comfort,Dan Simmons,"contemporary,creepy,fantasy,fiction,historical-fiction,horror,horror-supernatural,horror-thriller,mystery,mystery-thriller,sci-fi,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,suspense,suspense-thriller,thriller,thriller-horror,thrillers,to-read-fiction,to-read-horror,war"
6969,9858714,"The Mind Readers (Mind Readers, #1)",Lori Brighton,"fantasy,fiction,magic,mystery,paranormal-fantasy,paranormal-romance,romance,sci-fi,sci-fi-fantasy,science-fiction,suspense,teen,ya,ya-books,ya-fantasy,ya-paranormal,young-adult"
6970,815150,"The Highlander's Touch (Highlander, #3)",Karen Marie Moning,"adult-fiction,fantasy,fantasy-paranormal,fantasy-romance,fiction,historical,historical-fiction,historical-romance,magic,paranormal-fantasy,paranormal-romance,romance,romance-historical,romance-paranormal,science-fiction"
6971,13331199,The Smitten Kitchen Cookbook,Deb Perelman,"non-fiction,nonfiction"
6972,353342,"The Cross of Lead (Crispin, #1)",Avi,"award-winner,award-winners,award-winning,children,children-s,children-s-books,children-s-fiction,children-s-lit,children-s-literature,childrens,childrens-books,childrens-lit,childrens-literature,classics,fantasy,fiction,historical,historical-fiction,history,juvenile-fiction,middle-grade,middle-grades,mystery,newbery-award,newbery-award-winners,realistic-fiction,teen,ya,ya-books,ya-fiction,ya-historical-fiction,ya-lit,young-adult,young-adult-fiction,young-adult-lit"
6973,76667,"Wielding a Red Sword (Incarnations of Immortality, #4)",Piers Anthony,"adult-fiction,contemporary,fantasy,fantasy-fiction,fantasy-sci-fi,fantasy-science-fiction,fantasy-scifi,fantasy-series,fiction,fiction-fantasy,magic,magical-realism,military,modern-fantasy,mythology,philosophy,romance,sci-fi,sci-fi---fantasy,sci-fi-and-fantasy,sci-fi-fantasy,science-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,speculative-fiction,war,young-adult"
6974,18461986,"Deep (Stage Dive, #4)",Kylie Scott,"adult-fiction,adult-romance,contemporary,contemporary-romance,erotic-romance,fiction,new-adult-romance,romance,romance-contemporary"
6975,79006,Honor Among Thieves,Jeffrey Archer,"contemporary,contemporary-fiction,crime,crime-mystery,crime-thriller,fiction,fiction-general,fiction-read,general-fiction,historical-fiction,mystery,mystery-and-thriller,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,politics,popular-fiction,spy-thriller,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers,to-read-fiction"
6976,7657484,"Superman: Earth One, Volume 1","J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh","aliens,alternate-history,comic-books-graphic-novels,comic-graphic-novel,comics,comics-and-graphic-novels,comics-dc,comics-graphic-novels,comics-graphic-novels-manga,comics-manga,comics-read,comics-to-read,dc-comics,fantasy,favorite-comics,fiction,graphic-novel,graphic-novel-comic,graphic-novel-manga,graphic-novels,graphic-novels-and-comics,graphic-novels-comics,graphic-novels-read,read-comics,sci-fi,science-fiction,superhero-comics,to-read-comics,to-read-graphic-novels,ya,young-adult"
6977,11106458,The Mortal Instruments (The Mortal Instruments #1-4),Cassandra Clare,"fantasy,fantasy-adventure,fiction,magic,mystery,paranormal-romance,romance,sci-fi,science-fiction,teen,teen-books,witches,ya,ya-fantasy,ya-fiction,ya-romance,young-adult"
6978,609035,Foxe's Book of Martyrs,"John Foxe, W. Grinton Berry","biography,biography-autobiography,biography-memoir,british-history,christian-classics,christian-literature,christian-non-fiction,christian-nonfiction,classic-literature,classics,historical,historical-non-fiction,history,history-biography,non-fiction,nonfiction,philosophy,world-history"
6979,60223,"See Jane Score (Chinooks Hockey Team, #2)",Rachel Gibson,"adult-fiction,adult-romance,contemp-romance,contemporary,contemporary-romance,fiction,genre-romance,modern-romance,romance,romance-contemporary,romance-novels,sports-romance"
6980,17174,A Yellow Raft in Blue Water,Michael Dorris,"adult-fiction,american-literature,classics,contemporary,contemporary-fiction,contemporary-lit,fiction,fiction-general,fiction-literature,general-fiction,historical,historical-fiction,literary-fiction,literature,modern-fiction,realistic-fiction,to-read-fiction,ya,young-adult"
6981,6294549,"Rosemary and Rue (October Daye, #1)",Seanan McGuire,"adult-fiction,contemporary,contemporary-fantasy,crime,detective,fantasy,fantasy-paranormal,fantasy-sci-fi,fantasy-urban,fiction,magic,modern-fantasy,mystery,paranormal-fantasy,paranormal-romance,romance,sci-fi,sci-fi-fantasy,scifi-fantasy,speculative-fiction,thriller,to-read-fantasy,vaginal-fantasy,ya,young-adult"
6982,64401,"Another Fine Myth (Myth Adventures, #1)",Robert Lynn Asprin,"classic-fantasy,classics,comic-fantasy,dragons,fantasy,fantasy-and-sci-fi,fantasy-humor,fantasy-humour,fantasy-magic,fantasy-sci-fi,fantasy-to-read,fiction,fiction-fantasy,magic,mystery,read-fantasy,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,speculative-fiction,to-read-fantasy,wizards,ya,ya-fantasy,young-adult"
6983,9279734,"Forever Mine (The Moreno Brothers, #1)",Elizabeth Reyes,"contemporary,contemporary-romance,fiction,high-school-romance,realistic-fiction,romance,teen,teen-romance,ya,ya-books,ya-contemporary,ya-na,ya-romance,young-adult,young-adult-romance"
6984,6617185,"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport","Simon Kuper, Stefan Szymanski","business-economics,economics,history,non-fiction,non-fiction-to-read,nonfiction,politics,politics-economics,psychology,read-non-fiction,to-read-non-fiction,to-read-nonfiction"
6985,4499214,"Sapphique (Incarceron, #2)",Catherine Fisher,"fantasy,fantasy-sci-fi,fiction,magic,mystery,romance,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,speculative-fiction,teen,teen-fiction,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,ya-series,young-adult,young-adult-fantasy,young-adult-fiction"
6986,127451,"Don't Die, My Love",Lurlene McDaniel,"childrens,contemporary,contemporary-romance,fiction,love-story,realistic-fiction,romance,romances,teen,teen-fiction,teen-lit,teen-romance,teens,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-romance,young-adult,young-adult-fiction"
6987,40482,Harvest,Tess Gerritsen,"adult-fiction,contemporary,crime,crime-mystery,crime-mystery-thriller,crime-thriller,detective,fiction,horror,medical-thriller,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thrillers,suspense,suspense-thriller,thriller,thriller-mystery,thrillers"
6988,1587362,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,Mark Bittman,"general-non-fiction,non-fiction,nonfiction,to-read-nonfiction"
6989,20801166,A Little Something Different,Sandy   Hall,"contemporary,contemporary-fiction,contemporary-romance,contemporary-ya,fiction,realistic-fiction,romance,teen,teen-fiction,to-read-ya,ya,ya-contemporary,ya-fiction,ya-lit,ya-romance,young-adult,young-adult-fiction"
6990,17349222,This is the Story of a Happy Marriage,Ann Patchett,"adult-non-fiction,adult-nonfiction,autobiography,autobiography-memoir,bio-memoir,biography,biography-and-memoir,biography-memoir,contemporary,fiction,literature,memoir,memoir-and-biography,memoir-autobiography,memoir-bio,memoir-biography,memoirs,non-fiction,non-fiction-to-read,nonfiction,romance,to-read-fiction,to-read-non-fiction"
6991,7278837,Diary of a Wimpy Kid: #1-4,Jeff Kinney,"children,children-s,children-s-books,childrens,fiction,graphic-novel,graphic-novels,realistic-fiction,young-adult"
6992,7853137,"Think of a Number (Dave Gurney, #1)",John Verdon,"adult-fiction,american-literature,contemporary,crime,crime-mystery,crime-thriller,detective,detective-fiction,fiction,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-thriller,mystery-thriller-suspense,noir,psychological-thriller,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers,to-read-mystery"
6993,22151696,Lullabies,Lang Leav,"contemporary,fiction,literature,love-story,non-fiction,nonfiction,poetry,poetry-to-read,romance,to-read-poetry,ya,young-adult"
6994,114203,Birthright,Nora Roberts,"adult-fiction,contemporary,contemporary-fiction,contemporary-romance,crime,fiction,fiction-romance,mystery,mystery-romance,mystery-suspense,mystery-thriller,romance,romance-contemporary,romance-novels,romance-suspense,romances,romantic-suspense,suspense,suspense-romance,thriller,thrillers"
6995,434535,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,James L. Ferrell,"adult-fiction,adult-nonfiction,fiction,non-fiction,nonfiction,religion-philosophy,religious-fiction"
6996,64895,Cod: A Biography of the Fish that Changed the World,Mark Kurlansky,"adult-nonfiction,american-history,biography,economics,general-history,general-non-fiction,historical,history,microhistory,natural-history,non-fiction,non-fiction-history,non-fiction-to-read,nonfiction,politics,to-read-non-fiction,to-read-nonfiction,world-history"
6997,8167094,The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos,Brian Greene,"history,non-fiction,non-fiction-science,non-fiction-to-read,nonfiction,nonfiction-science,nonfiction-to-read,philosophy,read-non-fiction,space,to-read-non-fiction,to-read-nonfiction"
6998,38723,The Feminine Mystique,"Betty Friedan, Anna Quindlen","american-history,classics,classics-to-read,history,modern-classics,non-fiction,nonfiction,nonfiction-to-read,philosophy,politics,psychology,to-read-non-fiction,to-read-nonfiction"
6999,48862,Brighton Rock,"Graham Greene, J.M. Coetzee","adult-fiction,british-fiction,british-literature,classic-fiction,classic-literature,classics,classics-to-read,contemporary,crime,crime-mystery,english-literature,fiction,general-fiction,historical,historical-fiction,literary-fiction,literature,modern-classics,modern-fiction,mystery,mystery-thriller,noir,thriller,thrillers,to-read-fiction"
7000,12415695,كخه يا بابا,عبدالله المغلوث,"non-fiction,nonfiction,psychology"
7001,6452760,"Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan","Greg Mortenson, Khaled Hosseini","adult-non-fiction,adult-nonfiction,auto-biography,autobiography,biography,biography-autobiography,biography-memoir,contemporary,fiction,historical,history,memoir,memoir-bio,memoir-biography,memoirs,non-fiction,nonfiction,politics,to-read-non-fiction,to-read-nonfiction,war"
7002,3009435,A Mercy,Toni Morrison,"adult-fiction,african-american-fiction,african-american-literature,american-literature,classics,contemporary,contemporary-fiction,contemporary-literature,fiction,general-fiction,historic-fiction,historical,historical-fiction,history,literary-fiction,literature,romance,to-read-fiction"
7003,825,Zodiac,Neal Stephenson,"adult-fiction,contemporary,contemporary-fiction,crime,cyberpunk,detective,fantasy,fantasy-sci-fi,fiction,general-fiction,horror,literature,modern-fiction,mystery,mystery-thriller,politics,read-fiction,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,speculative-fiction,suspense,thriller,thrillers"
7004,23675858,Departure,A.G. Riddle,"contemporary,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,mystery,mystery-suspense,mystery-thriller,romance,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,suspense,suspense-thriller,thriller,thrillers,young-adult"
7005,9799572,"Rock Chick Redemption (Rock Chick, #3)",Kristen Ashley,"adult-fiction,adult-romance,contemporary,contemporary-romance,crime,erotic-romance,fiction,mystery,romance,romance-contemporary,romantic-suspense,suspense"
7006,16335,"The Mystery of the Blue Train (Hercule Poirot, #6)",Agatha Christie,"adult-fiction,british-literature,british-mystery,classics,cozy-mystery,crime,crime-and-mystery,crime-mystery,crime-mystery-thriller,crime-thriller,detective,detective-fiction,detective-stories,detectives,fiction,genre-mystery,historical,historical-fiction,literature,murder-mystery,mystery,mystery-crime,mystery-crime-thriller,mystery-detective,mystery-suspense,mystery-thriller,suspense,thriller"
7007,10808006,"Private #1 Suspect (Private, #2)","James Patterson, Maxine Paetro","adult-fiction,crime,crime-mystery,crime-thriller,detective,fiction,murder-mystery,mysteries-thrillers,mystery,mystery-crime,mystery-series,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thrillers,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
7008,14295,Pastoralia,George Saunders,"adult-fiction,american-fiction,american-literature,contemporary,contemporary-fiction,contemporary-lit,fantasy,fiction,general-fiction,literary-fiction,literature,magical-realism,modern-fiction,sci-fi,science-fiction,scifi,short-fiction,speculative-fiction,to-read-fiction"
7009,13523061,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,Meg Jay,"adult-non-fiction,fiction,general-nonfiction,non-fiction,non-fiction-to-read,nonfiction,philosophy,psychology,to-read-non-fiction,to-read-nonfiction"
7010,1085771,"The Walking Dead, Vol. 07: The Calm Before","Robert Kirkman, Charlie Adlard, Cliff Rathburn","adult-fiction,comic-graphic-novel,comic-manga,comics,comics-and-graphic-novels,comics-and-manga,comics-graphic-novels,comics-manga,comics-read,fantasy,fiction,graphic-novel,graphic-novel-comic,graphic-novel-comics,graphic-novel-manga,graphic-novels,graphic-novels-and-comics,graphic-novels-comic-books,graphic-novels-comics,graphic-novels-manga,graphic-novels-read,horror,image-comics,manga,manga-comics,read-comics,read-graphic-novels,sci-fi,sci-fi-fantasy,science-fiction,thriller"
7011,291364,Curious George Rides a Bike,H.A. Rey,"children,children-books,children-picture-books,children-s,children-s-book,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,children-ya,children-young-adult,childrens,childrens-books,childrens-fiction,childrens-lit,childrens-picture-books,classics,fantasy,fiction,read-children-s-books,read-childrens"
7012,175319,Methuselah's Children,Robert A. Heinlein,"classic-sci-fi,classics,fantasy,fantasy-sci-fi,fantasy-science-fiction,fantasy-sf,fiction,fiction-sci-fi,hard-sci-fi,historical-fiction,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,space,space-travel,speculative-fiction,to-read-scifi"
7013,12663646,"Hana (Delirium, #1.5)",Lauren Oliver,"fantasy,fiction,romance,sci-fi,science-fiction,teen,ya,ya-books,ya-dystopia,ya-fiction,ya-lit,young-adult,young-adult-fiction,young-adults"
7014,102955,"Preacher, Volume 8: All Hell's a-Coming","Garth Ennis, Steve Dillon, John McCrea","comic-books-graphic-novels,comic-graphic-novel,comics,comics-and-graphic-novels,comics-graphic-novels,comics-manga,comics-read,comics-to-read,crime,dc-comics,fantasy,fiction,graphic-novel,graphic-novels,graphic-novels-and-comics,graphic-novels-comics,graphic-novels-read,graphic-novels-to-read,horror,owned-comics,read-comics,read-graphic-novels,thriller,to-read-graphic-novels,vertigo-comics"
7015,6356190,"The Little Sisters of Eluria (The Dark Tower, #0.5)","Stephen King, Michael Whelan","comics,fantasy,fantasy-sci-fi,fantasy-series,fiction,graphic-novel,graphic-novels,horror,magic,romance,sci-fi,sci-fi-fantasy,science-fiction,scifi-fantasy,thriller,to-read-fiction"
7016,773480,"Inside, Outside, Upside Down (Berenstain Bears Bright and Early Board Book)","Stan Berenstain, Jan Berenstain","children,children-and-young-adult,children-books,children-read,children-s,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-book,childrens-books,childrens-fiction,childrens-picture-books,classics,favorite-children-s-books,fiction,read-children-s-books,young-children,youth-fiction"
7017,6574542,"The First Rule (Elvis Cole, #13; Joe Pike, #2)",Robert Crais,"action-thriller,adult-fiction,contemporary,crime,crime-mystery,crime-thriller,detective,detective-fiction,detectives,fiction,mysteries-thrillers,mystery,mystery-crime,mystery-detective,mystery-series,mystery-suspense,mystery-thriller,mystery-thrillers,suspense,suspense-thriller,thriller,thriller-suspense,thrillers"
7018,483445,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",David Colbert,"children,children-s,children-s-books,childrens,childrens-books,fantasy,fantasy-sci-fi,fiction,genre-fantasy,history,literature,magic,middle-grade,mythology,non-fiction,nonfiction,science-fiction-fantasy,teen,witches,ya,young-adult,young-adult-fiction"
7019,825377,The Dot,Peter H. Reynolds,"children,children-books,children-picture-books,children-s,children-s-book,children-s-books,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-books,childrens-lit,childrens-literature,childrens-picture-books,childrensbooks,contemporary-realistic-fiction,favorite-children-s-books,fiction,realistic-fiction"
7020,6407514,"Forest Born (The Books of Bayern, #4)",Shannon Hale,"children,children-s,children-s-books,childrens,fairy-tales,fantasy,fantasy-fiction,fantasy-magic,fantasy-sci-fi,fiction,historical,magic,middle-grade,romance,royalty,sci-fi-fantasy,science-fiction-fantasy,teen,teen-books,teen-fiction,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fantasy,young-adult-fiction,young-adult-literature,youth-fiction"
7021,34605,The Damnation Game,Clive Barker,"creepy,fantasy,fiction,fiction-horror,ghost,gothic,horror,horror-fiction,horror-thriller,literature,mystery,sci-fi,sci-fi-fantasy,science-fiction,scifi-fantasy,speculative-fiction,suspense-thriller,thriller,thrillers,to-read-horror"
7022,78728,Ignorance,"Milan Kundera, Linda Asher","adult-fiction,classics,contemporary,contemporary-fiction,european-literature,fiction,french-literature,history,literary-fiction,literature,philosophy,romance"
7023,381489,"Private (Private, #1)",Kate Brian,"a-fiction,contemporary,contemporary-fiction,fiction,mystery,realistic-fiction,romance,suspense,teen,teen-books,teen-fiction,thriller,to-read-ya,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-romance,ya-series,young-adult,young-adult-fiction"
7024,2678349,استمتع بحياتك,محمد عبد الرحمن العريفي,"non-fiction,nonfiction,psychology"
7025,26506,Sisters,Danielle Steel,"adult-fiction,chick-lit-romance,contemporary,contemporary-fiction,contemporary-romance,fiction,general-fiction,love-story,realistic-fiction,romance,women-s-fiction,womens-fiction,young-adult"
7026,337116,The Difference Engine ,"William Gibson, Bruce Sterling","alt-history,alternate-history,alternative-history,classics,cyberpunk,fantasy,fantasy-sci-fi,fiction,historical,historical-fiction,history,literature,mystery,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,speculative-fiction,to-read-fiction,to-read-sci-fi"
7027,102954,"Preacher, Volume 7: Salvation","Garth Ennis, Steve Dillon","comic-books-graphic-novels,comic-graphic-novel,comics,comics-and-graphic-novels,comics-graphic-novels,comics-manga,comics-read,comics-to-read,crime,dc-comics,fantasy,fiction,graphic-novel,graphic-novels,graphic-novels-and-comics,graphic-novels-read,graphic-novels-to-read,horror,manga-comics,owned-comics,read-comics,thriller,to-read-graphic-novels,vertigo-comics"
7028,13425570,How Will You Measure Your Life?,"Clayton M. Christensen, James Allworth, Karen Dillon","non-fiction,non-fiction-to-read,nonfiction,philosophy,psychology,to-read-non-fiction,to-read-nonfiction"
7029,11233988,I Want My Hat Back,Jon Klassen,"award-winner,award-winners,books-for-children,children,children-books,children-s,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-books,childrens-lit,childrens-literature,childrens-picture-books,fantasy,favorite-children-s-books,fiction,graphic-novels,mystery"
7030,239109,"The Lone Drow (Forgotten Realms: Hunter's Blades, #2; Legend of Drizzt, #15)",R.A. Salvatore,"classic-fantasy,dungeons-and-dragons,fantasy,fantasy-adventure,fantasy-fiction,fantasy-read,fantasy-sci-fi,fantasy-scifi,fantasy-series,fantasy-to-read,fiction,fiction-fantasy,literature,magic,read-fantasy,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,to-read-fantasy"
7031,2983489,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid",Denis Leary,"adult-non-fiction,autobiography,autobiography-biography,biographies-memoirs,biography,contemporary,fiction,memoir,memoirs,non-fiction,nonfiction,philosophy,politics"
7032,61672,Bonjour tristesse,Françoise Sagan,"classics,contemporary,contemporary-fiction,fiction,french-literature,literary-fiction,literature,modern-classics,modern-fiction,romance,ya,young-adult"
7033,25671861,"Cometh the Hour (The Clifton Chronicles, #6)",Jeffrey Archer,"adult-fiction,british-fiction,contemporary,fiction,fiction-historical,general-fiction,historical,historical-fiction,history,mystery,romance,thriller"
7034,11469379,A Walk Across the Sun,Corban Addison,"adult-fiction,contemporary,contemporary-fiction,crime,fiction,general-fiction,historical,historical-fiction,history,indian-fiction,literary-fiction,mystery,mystery-thriller,realistic-fiction,suspense,thriller,thrillers,to-read-fiction"
7035,1126719,House of Suns,Alastair Reynolds,"fantasy,fiction,fiction-to-read,hard-sci-fi,hard-science-fiction,mystery,read-sci-fi,sci-fi,sci-fi-fantasy,sci-fi-to-read,science-fiction,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,speculative-fiction,thriller,to-read-fiction,to-read-sci-fi,to-read-scifi"
7036,18813530,"A Shadow of Light (A Shade of Vampire, #4)",Bella Forrest,"adult-fiction,fantasy,fantasy-paranormal,fiction,magic,paranormal-fantasy,paranormal-romance,romance,royalty,science-fiction,witches,ya,ya-fantasy,ya-na,ya-paranormal,young-adult"
7037,391724,The Black Cat,Edgar Allan Poe,"adult-fiction,american-literature,classic-literature,classics,crime,english-literature,fantasy,fiction,gothic,gothic-fiction,gothic-horror,horror,horror-thriller,literature,mystery,mystery-thriller,mystery-thriller-horror,poetry,suspense,thriller"
7038,102327,Armor,John Steakley,"aliens,classics,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,fiction-sci-fi,fiction-to-read,hard-sci-fi,horror,military,military-fiction,military-sci-fi,military-science-fiction,military-scifi,military-sf,sci-fi,sci-fi-fantasy,sci-fi-to-read,science-fiction,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,speculative-fiction,to-read-sci-fi,to-read-scifi,war"
7039,19312,The Brothers Lionheart,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan","children,children-books,children-s,children-s-book,children-s-books,children-s-lit,children-s-literature,children-ya,childrens,childrens-book,childrens-books,childrens-lit,childrens-literature,classics,dragons,fairy-tales,fantasy,fiction,middle-grade,scandinavian-literature,ya,young-adult"
7040,15793165,Don't Go,Lisa Scottoline,"adult-fiction,contemporary,contemporary-fiction,crime,fiction,general-fiction,military,mystery,mystery-suspense,mystery-thriller,realistic-fiction,romance,suspense,thriller,thriller-suspense,war,women-s-fiction"
7041,268598,"Loyalty in Death (In Death, #9)","J.D. Robb, Susan Ericksen","adult-fiction,contemporary,crime,crime-mystery,crime-thriller,detective,fantasy,fiction,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-thriller,romance,romance-suspense,romantic-suspense,sci-fi,sci-fi-fantasy,science-fiction,scifi,suspense,suspense-romance,suspense-thriller,thriller,thriller-mystery,thrillers"
7042,262229,"Q is for Quarry (Kinsey Millhone, #17)",Sue Grafton,"adult-fiction,contemporary,cozy-mystery,crime,crime-mystery,crime-thriller,detective,detective-fiction,female-detective,fiction,murder-mystery,mystery,mystery-and-suspense,mystery-crime,mystery-detective,mystery-series,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,suspense,thriller,thrillers"
7043,17524166,نادي السيارات,"Alaa Al Aswany, علاء الأسواني","arabic-literature,fiction,historical,historical-fiction,history,literature"
7044,1373381,The Ship of Brides,Jojo Moyes,"adult-fiction,contemporary,fiction,general-fiction,historic-fiction,historical,historical-fic,historical-fiction,historical-romance,history,literary-fiction,romance,war,womens-fiction,world-war-2,world-war-ii"
7045,462684,The Story of Tracy Beaker,"Jacqueline Wilson, Nick Sharratt","children,children-books,children-s,children-s-books,children-s-fiction,children-s-literature,childrens,childrens-books,childrens-fiction,childrens-lit,childrens-literature,classics,contemporary,fiction,middle-grade,realistic-fiction,teen,teens,ya,young-adult"
