book_id,goodreads_book_id,genres
9561,19106,"classic-literature,classics,european-literature,fantasy,fiction,literature,magical-realism,russian-classics,russian-literature,world-literature"
9562,1624920,"contemporary,contemporary-fantasy,fantasy,fantasy-sci-fi,fantasy-urban,fiction,horror,magic,modern-fantasy,mystery,paranormal-fantasy,paranormal-fiction,paranormal-romance,romance,sci-fi-fantasy,science-fiction,science-fiction-fantasy,suspense"
9563,381440,"classics,economics,french-literature,history,non-fiction,nonfiction,philosophy,philosophy-theory,philosophy-to-read,political-philosophy,politics,politics-economics,psychology,to-read-non-fiction,to-read-nonfiction"
9564,603911,"action-thriller,adventure-fiction,children,children-s,children-s-books,children-ya,childrens,childrens-books,classics,crime,fantasy,fiction,general-fiction,historical,historical-fiction,middle-grade,mystery,mystery-thriller,realistic-fiction,science-fiction,spy-fiction,spy-thriller,suspense,teen,teen-books,teens,thriller,thrillers,ya,ya-books,ya-fiction,ya-lit,young-adult,young-adult-fiction"
9565,24819476,"adult-fiction,contemporary,contemporary-fiction,contemporary-romance,fiction,general-fiction,romance,women-s-fiction,womens-fiction"
9566,70487,"children,children-s,children-s-books,childrens,childrens-books,classics,comics,comics-and-graphic-novels,comics-and-manga,comics-graphic-novels,comics-manga,comics-read,fantasy,fiction,graphic-novel,graphic-novel-comic,graphic-novels,graphic-novels-and-comics,graphic-novels-comics,manga-comics,non-fiction,philosophy,young-adult"
9567,11556960,"fantasy,fantasy-sci-fi,fiction,magic,mystery,romance,sci-fi,sci-fi-fantasy,science-fiction,scifi,teen,to-read-ya,ya,ya-dystopia,ya-fantasy,ya-fiction,ya-sci-fi,young-adult,young-adult-fiction"
9568,1207980,"american-history,american-literature,autobiography,biography,biography-memoir,historical,history,memoir,memoir-biography,memoirs,military,military-history,non-fiction,nonfiction,to-read-nonfiction,war,war-military,warfare,world-war-2,world-war-ii,world-war-two"
9569,32075671,"contemporary,contemporary-fiction,contemporary-ya,crime,fiction,politics,realistic-fiction,romance,teen,teen-fiction,ya,ya-books,ya-contemporary,ya-fiction,young-adult,young-adult-fiction"
9570,16170625,"arabic-fiction,historical,history,literature,non-fiction,poetry"
9571,6351910,"adult-fiction,contemporary,fantasy,fantasy-sci-fi,fiction,magic,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,space,war,wars"
9572,16042305,"adult-fiction,adult-romance,contemporary,contemporary-romance,erotic-romance,fiction,romance,romance-contemporary,second-chance-romance,young-adult"
9573,12075886,"contemporary,contemporary-romance,contemporary-ya,fiction,high-school-romance,realistic-fiction,romance,teen,teen-romance,teens,ya,ya-books,ya-contemporary,ya-fiction,ya-romance,young-adult,young-adult-fiction,young-adult-romance"
9574,4162673,"adult-fiction,british-mystery,contemporary,crime,crime-and-mystery,crime-mystery,crime-mystery-thriller,crime-thriller,detective,detective-fiction,english-literature,fiction,literary-fiction,murder-mystery,mystery,mystery-crime,mystery-detective,mystery-series,mystery-suspense,mystery-thriller,suspense,thriller,thrillers,to-read-fiction"
9575,77738,"fantasy,fantasy-sci-fi,fantasy-sf,fiction,military,military-fiction,military-sci-fi,military-science-fiction,military-scifi,military-sf,politics,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,space,speculative-fiction,war"
9576,25955,"classics,general-non-fiction,graphic-novel,history,non-fiction,nonfiction,philosophy,philosophy-theory,politics,psychology,to-read-non-fiction"
9577,96463,"adult-fiction,dragon,dragons,fantasy,fantasy-sci-fi,fantasy-scifi,fantasy-series,fantasy-sf,fiction,fiction-fantasy,romance,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,space,ya,young-adult"
9578,248871,"comic-manga,comics,comics-graphic-novels,comics-manga,fantasy,favorite-manga,fiction,graphic-novel,graphic-novel-manga,graphic-novels,graphic-novels-and-manga,graphic-novels-manga,horror,magic,manga,manga-and-comics,manga-and-graphic-novels,manga-anime,manga-comic,manga-comics,manga-graphic-novels,manga-manhwa,manga-manhwa-manhua,manga-read,manga-series,manga-to-read,mangas,mangas-comics,read-comics,read-manga,read-mangas,romance,sci-fi-fantasy,suspense,to-read-comics,to-read-manga"
9579,3710,"adult-fiction,british-fiction,british-literature,contemporary,contemporary-fiction,contemporary-lit,fiction,general-fiction,literary-fiction,literature,modern-fiction,other-fiction,to-read-fiction"
9580,32848471,"adult-fiction,adult-romance,contemporary,erotic-romance,fiction,office-romance,romance,romance-contemporary"
9581,1372055,"aliens,fantasy,fantasy-sci-fi,fiction,military,military-fiction,military-sci-fi,military-science-fiction,military-scifi,military-sf,read-sci-fi,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,space,space-travel,to-read-sci-fi,war"
9582,24902492,"adult-fiction,african-american-fiction,contemporary,contemporary-fiction,fiction,fiction-to-read,general-fiction,historical,historical-fiction,history,literary-fiction,literature,magical-realism,romance,southern-fiction,to-read-fiction"
9583,8487363,"contemporary,fantasy,fantasy-paranormal,fiction,ghosts,magic,mystery,mythology,paranormal-fantasy,paranormal-romance,paranormal-ya,romance,teen,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,ya-paranormal-romance,ya-romance,young-adult,young-adult-fiction"
9584,110388,"adult-fiction,adult-romance,fiction,genre-romance,historic-romance,historical,historical-fiction,historical-romance,historical-romances,historicals,history,regency-romance,romance,romance-historical,romance-novels,romance-regency,romances"
9585,7433,"adult-fiction,british-literature,british-mystery,cozy-mystery,crime,crime-mystery,detective,detectives,fiction,fiction-historical,fiction-mystery,historical,historical-fiction,historical-mysteries,historical-mystery,historicalfiction,history,murder-mystery,mystery,mystery-crime,mystery-detective,mystery-historical,mystery-series,mystery-suspense,mystery-thriller,war"
9586,8411749,"adult-fantasy,classic-fantasy,fantasy,fantasy-and-science-fiction,fantasy-fiction,fantasy-magic,fantasy-read,fantasy-sci-fi,fantasy-science-fiction,fantasy-series,fantasy-sf,fiction,magic,romance,sci-fi-fantasy,science-fiction,witches,ya,young-adult"
9587,175078,"auto-biography,autobiography-biography,autobiography-memoir,bio-memoir,biographies-memoirs,biography,biography-autobiography,biography-memoir,christian-classics,classics,fiction,history,literature,memoir,memoir-autobiography,memoir-bio,memoir-biography,memoirs,non-fiction,nonfiction,philosophy,philosophy-and-religion,philosophy-religion,religion-philosophy,to-read-non-fiction,to-read-nonfiction"
9588,86655,"adult-fiction,american-literature,contemporary,contemporary-fiction,contemporary-lit,fantasy,fiction,fiction-read,general-fiction,gothic,historical-fiction,horror,literary-fiction,literature,magical,magical-realism,metafiction,modern-fiction,mystery,mystery-suspense,mystery-suspense-thriller,mystery-thriller,romance,suspense,thriller,to-read-fiction"
9589,562763,"children,children-books,children-s,children-s-books,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-books,childrens-fiction,childrens-lit,childrens-literature,childrens-picture-books,childrens-ya,fantasy,favorite-children-s-books,fiction,modern-fantasy"
9590,97084,"adult-fiction,contemporary,contemporary-fiction,crime,fiction,fiction-general,fiction-literature,fiction-to-read,general-fiction,horror,literary-fiction,literature,modern-fiction,mystery,non-fiction,thriller,to-read-fiction,transgressive-fiction"
9591,17342700,"fantasy,fantasy-magic,fantasy-romance,fiction,magic,romance,royalty,sci-fi-fantasy,teen,war,witches,ya,ya-fantasy,ya-fiction,young-adult,young-adult-fantasy"
9592,51362,"adult-fiction,contemporary,crime,crime-mystery-thriller,crime-thriller,detective,detectives,fiction,murder-mystery,mystery,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,romance,romantic-suspense,suspense,suspense-mystery,suspense-thriller,thriller,thriller-mystery,thrillers"
9593,1830755,"adult-romance,erotic-romance,fantasy,fantasy-paranormal,fantasy-romance,fiction,mystery,para-romance,paranormal-fantasy,paranormal-romance,romance,romance-paranormal,sci-fi,sci-fi-fantasy,science-fiction"
9594,9581507,"adult-fiction,contemporary,contemporary-fiction,creepy,crime,fairy-tales,fantasy,fantasy-paranormal,fantasy-science-fiction,fiction,general-fiction,horror,magic,magical-realism,mystery,mystery-crime,mystery-suspense,mystery-thriller,mystery-thriller-suspense,paranormal-fantasy,psychological-thriller,sci-fi-fantasy,suspense,thriller,thriller-suspense,thrillers,to-read-mystery,ya,young-adult"
9595,25387202,"adult-fiction,aliens,fantasy,fantasy-sci-fi,fiction,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,scifi,scifi-fantasy,space,speculative-fiction,war,young-adult"
9596,7707538,"contemporary,fiction,realistic-fiction,romance,teen,teen-fiction,teen-lit,ya,ya-contemporary,ya-fiction,ya-series,young-adult,young-adult-fiction"
9597,9565574,"contemporary,crime,dragons,fantasy,fantasy-paranormal,fantasy-urban,fiction,ghost,ghosts,magic,mystery,paranormal-fantasy,paranormal-romance,romance,sci-fi-fantasy,scifi-fantasy,vaginal-fantasy,witch,witches"
9598,6448482,"comic-graphic-novel,comics,comics-and-graphic-novels,comics-and-manga,comics-manga,fantasy,fiction,graphic-novel,graphic-novel-manga,graphic-novels,horror,manga,manga-and-comics,manga-anime,manga-comics,manga-graphic-novel,manga-graphic-novels,manga-i-own,manga-owned,manga-read,manga-to-read,mangas,mangas-read,mythology,owned-manga,read-manga,to-read-manga,ya,young-adult"
9599,69477,"children,children-s-books,childrens,classics,fantasy,fantasy-sci-fi,fiction,horror,middle-grade,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,suspense,teen,teen-fiction,teens,thriller,war,ya,ya-books,ya-fiction,ya-lit,young-adult,young-adult-fiction"
9600,6251222,"adult-fiction,contemporary,contemporary-fiction,contemporary-lit,crime,fiction,fiction-general,general-fiction,literary-fiction,literature,modern-fiction,mystery,mystery-and-suspense,mystery-suspense,mystery-thriller,psychological-suspense,psychological-thriller,psychology,realistic-fiction,suspense,suspense-thriller,thriller,thrillers,to-read-fiction"
9601,161275,"aliens,alternate-history,classics,comic-books-graphic-novels,comics,comics-and-graphic-novels,comics-dc,comics-graphic-novels,comics-manga,comics-read,comics-to-read,contemporary,dc-comics,fantasy,fiction,graphic-novel,graphic-novel-comics,graphic-novels,graphic-novels-and-comics,graphic-novels-comic-books,graphic-novels-comics,graphic-novels-manga,graphic-novels-to-read,manga-to-read,read-comics,read-graphic-novels,romance,sci-fi,sci-fi-fantasy,science-fiction,superhero-comics,to-read-comics"
9602,76706,"adult-fiction,contemporary,cozy-mystery,crime,crime-mystery,detective,fiction,fiction-mystery,murder-mystery,mysteries-thrillers,mystery,mystery-and-suspense,mystery-cozy,mystery-crime,mystery-detective,mystery-series,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,suspense,thriller,thrillers,to-read-mystery"
9603,341027,"adult-fiction,contemporary,contemporary-romance,erotic-romance,fantasy,fantasy-paranormal,fantasy-romance,fiction,paranormal-fantasy,paranormal-romance,romance,romance-paranormal"
9604,17262206,"adult-nonfiction,biography,biography-autobiography,biography-memoir,british-history,european-history,historical,historical-non-fiction,history,history-biography,history-non-fiction,history-to-read,memoir-biography,military,military-history,non-fiction,non-fiction-history,non-fiction-to-read,nonfiction,nonfiction-history,nonfiction-to-read,politics,to-read-history,to-read-non-fiction,to-read-nonfiction,war,world-history"
9605,139004,"american-classics,american-literature,classic-fiction,classic-literature,classics,classics-to-read,fiction,general-nonfiction,history,literary-fiction,literature,non-fiction,nonfiction,philosophy,poetry,poetry-to-read,politics,to-read-classics,to-read-poetry"
9606,31741,"classics,contemporary,fantasy,fiction,general-fiction,latin-american-literature,literary-fiction,literature,magic-realism,magical-realism,romance"
9607,81992,"aliens,cyberpunk,fantasy,fiction,hard-sci-fi,hard-science-fiction,hugo-award,politics,read-sci-fi,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,sci-fi-to-read,science-fiction,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,speculative-fiction,to-read-fiction,to-read-sci-fi,to-read-scifi"
9608,404562,"american-literature,childhood-classics,children,children-s,children-s-book,children-s-books,children-s-literature,childrens,childrens-books,childrens-lit,classics,fiction,juvenile-fiction,middle-grade,ya,young-adult"
9609,400906,"adult-fantasy,fantasy,fantasy-fiction,fantasy-sci-fi,fantasy-scifi,fantasy-series,fantasy-to-read,fiction,good-fantasy,gritty-fantasy,magic,medieval-fantasy,military,military-fantasy,military-fiction,romance,sci-fi,sci-fi-fantasy,science-fiction-and-fantasy,science-fiction-fantasy,scifi-fantasy,sf-fantasy,speculative-fiction,to-read-fantasy,war"
9610,17339590,"arabic-literature,fiction,horror,literature"
9611,22571275,"contemporary,contemporary-fiction,contemporary-ya,crime,fiction,mystery,mystery-suspense,mystery-thriller,politics,realistic-fiction,romance,science-fiction,suspense,teen,teen-fiction,thriller,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-to-read,young-adult,young-adult-fiction"
9612,14680,"19th-century-literature,classic-fiction,classic-literature,classics,classics-to-read,european-literature,fiction,french-literature,historical,historical-fiction,history,literary-fiction,to-read-classics,to-read-fiction,war"
9613,18722887,"adult-fiction,contemporary,contemporary-fiction,crime,fiction,general-fiction,mystery,mystery-suspense,mystery-thriller,realistic-fiction,suspense,thriller,to-read-fiction,women-s-fiction,womens-fiction"
9614,341553,"action-thriller,adult-fiction,crime,crime-mystery-thriller,fiction,fiction-thriller,general-fiction,historical,mysteries-thrillers,mystery,mystery-suspense,mystery-thriller,mystery-thrillers,political-thrillers,spy-fiction,spy-thriller,spy-thrillers,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers,to-read-fiction,war"
9615,348489,"award-winner,award-winners,award-winning,biography,biography-autobiography-memoir,biography-memoir,caldecott-award,children,children-books,children-s,children-s-book,children-s-books,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-books,childrens-literature,childrens-picture-books,fiction,historical,historical-fiction,history,non-fiction,nonfiction,realistic-fiction"
9616,562930,"contemporary,contemporary-romance,contemporary-ya,fiction,high-school-romance,realistic-fiction,romance,teen,teen-fiction,teen-lit,teen-romance,teens,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-realistic-fiction,ya-romance,young-adult,young-adult-fiction,young-adult-romance"
9617,182683,"adult-fiction,christian-fiction,christian-romance,christianfiction,contemporary,contemporary-fiction,contemporary-romance,fiction,fiction-christian,fiction-contemporary,general-fiction,inspirational-fiction,realistic-fiction,religious-fiction,romance,young-adult"
9618,3295695,"adult-fiction,adult-romance,dragon,dragons,erotic-romance,fantasy,fantasy-paranormal,fantasy-romance,fiction,genre-fantasy,historical,historical-romance,magic,paranormal-fantasy,paranormal-romance,romance,romance-paranormal,royalty,sci-fi-fantasy,vaginal-fantasy,war,witches"
9619,21411058,"college-romance,contemporary,contemporary-romance,fiction,new-adult-romance,realistic-fiction,romance,second-chance-romance,ya,young-adult"
9620,420278,"american-literature,classics,fiction,literature,national-book-award,non-fiction,poetry,poetry-plays,poetry-to-read,to-read-fiction,to-read-poetry"
9621,6330323,"adult-fiction,fiction,fiction-historical,fiction-to-read,general-fiction,historic-fiction,historical,historical-fiction,history,literature,modern-fiction,non-fiction,to-read-fiction,war,world-war-2,world-war-ii"
9622,15557,"adult-fantasy,fantasy,fantasy-books,fantasy-epic,fantasy-fiction,fantasy-high,fantasy-read,fantasy-sci-fi,fantasy-science-fiction,fantasy-scifi,fantasy-series,fiction,fiction-fantasy,magic,read-fantasy,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,scifi-fantasy,sf-fantasy,to-read-fantasy"
9623,12448,"20th-century-fiction,adult-fiction,american-classics,american-literature,autobiography,classic-fiction,classic-literature,classics,classics-to-read,fiction,fiction-read,fiction-to-read,general-fiction,historical,historical-fiction,literary-fiction,literature,modern-classics,modern-fiction,southern-fiction,southern-gothic,southern-literature,to-read-classics,to-read-fiction,young-adult"
9624,5571,"economics,history,non-fiction,non-fiction-to-read,nonfiction,philosophy,politics,to-read-non-fiction,to-read-nonfiction"
9625,831635,"children,non-fiction,nonfiction,psychology,read-non-fiction"
9626,22421,"comic-books-graphic-novels,comic-graphic-novel,comics,comics-and-graphic-novels,comics-and-manga,comics-graphic-novel,comics-graphic-novels,comics-i-own,comics-manga,comics-read,crime,cyberpunk,dc-comics,fantasy,fiction,graphic-novel,graphic-novels,graphic-novels-and-comics,graphic-novels-comics,graphic-novels-read,owned-comics,politics,read-comics,read-graphic-novels,sci-fi,science-fiction,scifi,scifi-fantasy,speculative-fiction,vertigo-comics"
9627,6939939,"adult-fiction,contemporary,contemporary-fiction,fiction,general-fiction,historical,historical-fiction,literary-fiction,literature,mystery,romance,to-read-fiction"
9628,78972,"adult-fiction,contemporary,contemporary-fiction,fiction,fiction-general,fiction-historical,general-fiction,historical,historical-fiction,mystery,mystery-thriller,mystery-thrillers,pop-fiction,popular-fiction,suspense,suspense-thriller,thriller,thrillers,world-war-ii"
9629,8515,"adult-nonfiction,autobiography,biography,biography-autobiography,biography-memoir,contemporary,fiction,memoir,memoir-biography,memoirs,non-fiction,nonfiction,psychology"
9630,6749,"adult-fiction,american-fiction,american-literature,contemporary,contemporary-fiction,contemporary-lit,fiction,fiction-to-read,general-fiction,literary-fiction,literature,literature-fiction,modern-fiction,philosophy,short-fiction,to-read-fiction"
9631,606818,"alternate-history,alternative-history,ancient-history,european-history,fantasy,fiction,historical,historical-fiction,history,mystery,mythology,non-fiction,non-fiction-history,nonfiction,philosophy,philosophy-religion,religion-philosophy,thriller,to-read-non-fiction"
9632,28700,"adult-fiction,american-literature,contemporary,contemporary-fiction,contemporary-lit,contemporary-literature,fiction,general-fiction,historical,historical-fiction,history,literary-fiction,literature,modern-fiction,non-fiction,politics,psychology,to-read-fiction,war"
9633,20510241,"aliens,fantasy,fiction,mystery,romance,sci-fi,science-fiction,scifi,teen,thriller,ya,ya-fiction,ya-lit,young-adult,young-adults"
9634,15820492,"fantasy,fiction,romance,sci-fi,science-fiction,teen,teen-fiction,ya,ya-books,ya-fiction,young-adult,young-adult-fiction"
9635,8765012,"adult-fiction,crime,crime-mystery,crime-thriller,detective,detectives,fiction,general-fiction,murder-mystery,mystery,mystery-crime,mystery-detective,mystery-series,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,psychological-thriller,psychological-thrillers,suspense,suspense-thriller,thriller,thrillers"
9636,100476,"children,children-s,children-s-books,children-s-lit,childrens,childrens-books,childrens-literature,dragons,fantasy,fantasy-fiction,fantasy-sci-fi,fantasy-scifi,fiction,fiction-fantasy,historical,historical-fantasy,historical-fiction,history,juvenile-fiction,magic,middle-grade,mythology,sci-fi-fantasy,science-fiction-fantasy,scifi-fantasy,teen,teen-fiction,ya,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-books,young-adult-fiction,young-adults"
9637,6596542,"adult-fiction,contemporary,contemporary-fiction,crime,crime-mystery,crime-mystery-thriller,crime-thriller,detective,fiction,general-fiction,historical,historical-fiction,history,mystery,mystery-crime,mystery-suspense,mystery-thriller,mystery-thrillers,nordic-noir,politics,scandinavian-crime,scandinavian-literature,suspense,thriller,thriller-mystery,thrillers"
9638,20454076,"fantasy,fiction,mystery,romance,sci-fi,science-fiction,scifi,space,teen,teen-fiction,ya,ya-books,ya-dystopia,ya-fiction,ya-sci-fi,young-adult"
9639,199531,"adult-fiction,american-literature,contemporary,contemporary-fiction,fiction,general-fiction,historical,historical-fiction,literature,realistic-fiction,southern-fiction,southern-literature,to-read-fiction,women-s-fiction,womens-fiction,young-adult"
9640,10931321,"action-thriller,adult-fiction,crime,fiction,general-fiction,military,military-fiction,military-thriller,mystery,mystery-thriller,political-thriller,political-thrillers,politics,spy-thriller,suspense,suspense-thriller,techno-thriller,thriller,thrillers,to-read-fiction,war"
9641,23289469,"adult-fiction,contemporary,contemporary-fiction,crime,crime-thriller,fiction,general-fiction,literary-fiction,mystery,mystery-crime,mystery-suspense,mystery-suspense-thriller,mystery-thriller,psychological-suspense,psychological-thriller,suspense,suspense-thriller,thriller,thriller-suspense,thrillers"
9642,9648,"20th-century-fiction,adult-fiction,british-literature,classic-fiction,classic-literature,classics,english-literature,fiction,general-fiction,historical-fiction,literary-fiction,literature,modern-classics,non-fiction,philosophy,politics,to-read-classics,to-read-fiction"
9643,15793068,"fantasy,fantasy-fiction,fantasy-sci-fi,fantasy-scifi,fantasy-series,fiction,fiction-fantasy,magic,modern-fantasy,mythology,read-fantasy,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,teen,to-read-fiction,war,ya,ya-fantasy,young-adult,young-adult-fantasy"
9644,22840421,"alternate-history,alternative-history,fantasy,fiction,historical,historical-fantasy,historical-fic,historical-fiction,historical-romance,history,magic,romance,royalty,teen,ya,ya-books,ya-fantasy,ya-fiction,ya-historical-fiction,ya-lit,ya-romance,young-adult,young-adult-fiction"
9645,23031,"adult-fiction,british-literature,classics,contemporary,contemporary-fiction,contemporary-lit,english-literature,fantasy,fiction,fiction-to-read,general-fiction,historical,historical-fiction,history,literary-fiction,literature,magical-realism,modern-fiction,sci-fi,sci-fi-fantasy,science-fiction,to-read-fiction,war,world-war-2,world-war-ii"
9646,27207654,"adult-fiction,contemporary,crime,fiction,legal-thriller,legal-thrillers,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-thriller,mystery-thrillers,suspense,suspense-thriller,thriller,thrillers"
9647,48974,"a-fiction,children,children-s,children-s-books,children-young-adult,childrens,childrens-books,classics,contemporary,contemporary-fiction,crime,fiction,general-fiction,literature,middle-grade,mystery,mystery-suspense,mystery-thriller,psychological-thriller,psychology,realistic-fiction,sci-fi,suspense,teen,teen-fiction,thriller,ya,ya-books,ya-fiction,ya-lit,young-adult,young-adult-books,young-adult-fiction,young-adult-lit,young-adult-literature"
9648,75162,"african-american-literature,american-history,autobiography,autobiography-memoir,bio-memoir,biography,biography-autobiography,biography-memoir,classics,crime,fiction,history,literature,memoir,memoir-autobiography,memoir-bio,memoir-biography,memoirs,memoirs-biographies,non-fiction,non-fiction-to-read,nonfiction,philosophy,politics,psychology"
9649,205218,"classics,classics-to-read,history,literature,non-fiction,nonfiction,penguin-classics,philosophy,philosophy-psychology,philosophy-religion,philosophy-theory,philosophy-to-read,politics,psychology,to-read-non-fiction,to-read-nonfiction,to-read-philosophy"
9650,337615,"adult-non-fiction,biography,contemporary,fiction,general-non-fiction,history,memoir,memoirs,non-fiction,non-fiction-to-read,nonfiction,nonfiction-to-read,politics,to-read-non-fiction,to-read-nonfiction"
9651,27170141,"adult-non-fiction,adult-nonfiction,autobiography,autobiography-memoir,bio-memoir,biographies-memoirs,biography,biography-and-memoir,biography-memoir,biography-memoirs,contemporary,memoir,memoir-autobiography,memoir-bio,memoir-biography,memoirs,memoirs-and-biographies,non-fiction,non-fiction-to-read,nonfiction,to-read-non-fiction,to-read-nonfiction"
9652,17352874,"adult-romance,contemporary,contemporary-romance,erotic-romance,fiction,historical,historical-fiction,historical-romance,romance,romance-historical"
9653,176892,"adult-fantasy,adult-fiction,classic-fantasy,dragon,dragons,fantasy,fantasy-read,fantasy-sci-fi,fantasy-science-fiction,fantasy-scifi,fantasy-sf,fiction,fiction-fantasy,magic,read-fantasy,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,speculative-fiction,to-read-fantasy,to-read-fiction,wizards,ya,young-adult"
9654,9440324,"childrens,contemporary,fantasy,fantasy-sci-fi,fiction,general-fiction,ghosts,gothic,historical,historical-fiction,history,horror,magic,magic-realism,magical-realism,middle-grade,mystery,mystery-suspense,mystery-thriller,romance,sci-fi-fantasy,spanish-literature,suspense,teen,thriller,ya,ya-fantasy,ya-fiction,young-adult,young-adult-fiction,young-adults"
9655,85737,"action-thriller,adult-fiction,adventure-fiction,adventure-thriller,contemporary,crime,fiction,fiction-general,fiction-thriller,general-fiction,historical,historical-fiction,history,mystery,mystery-suspense,mystery-thriller,science-fiction,suspense,suspense-thriller,techno-thriller,thriller,thrillers"
9656,1422252,"adult-romance,contemporary,contemporary-romance,fantasy,fantasy-paranormal,fiction,mystery,para-romance,paranormal-fantasy,paranormal-romance,romance,romance-paranormal,sci-fi-fantasy,science-fiction,supernatural-romance,suspense,vampire-romance"
9657,22411,"crime,crime-mystery,crime-thriller,detective,detective-mystery,detectives,fiction,murder-mystery,mystery,mystery-crime,mystery-crime-thriller,mystery-detective,mystery-series,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
9658,89195,"crime,cyberpunk,detective,fantasy,fiction,fiction-sci-fi,hard-sci-fi,hard-science-fiction,horror,mystery,noir,read-sci-fi,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,sci-fi-to-read,science-fiction,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,thriller,to-read-fiction,to-read-scifi"
9659,20505127,"adult-fiction,contemporary,contemporary-fiction,crime,crime-mystery,crime-thriller,fiction,mystery,mystery-crime,mystery-suspense,mystery-thriller,psychological-suspense,psychological-thriller,psychological-thrillers,read-fiction,realistic-fiction,suspense,thriller,thriller-mystery,thriller-suspense,thrillers"
9660,107172,"comic-books-graphic-novels,comic-graphic-novel,comics,comics-and-graphic-novels,comics-dc,comics-graphic-novels,comics-manga,comics-read,comics-to-read,dc-comics,fantasy,fiction,graphic-novel,graphic-novel-comics,graphic-novels,graphic-novels-and-comics,graphic-novels-comic-books,graphic-novels-comics,graphic-novels-read,graphic-novels-to-read,historical,historical-fiction,history,owned-comics,politics,read-comics,romance,sci-fi,science-fiction,superhero-comics,to-read-comics,to-read-graphic-novels,war,ya"
9661,25053,"childhood-classics,children,children-books,children-fiction,children-s,children-s-book,children-s-books,children-s-chapter-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-ya,children-young-adult,childrens,childrens-books,childrens-chapter-books,childrens-fiction,childrens-lit,childrens-literature,childrens-ya,childrensbooks,classics,fantasy,favorite-children-s-books,fiction,juvenile-fiction,magic,middle-grade,middle-grades,read-childrens,ya,young-adult"
9662,6933152,"contemporary,crime,fantasy,fantasy-paranormal,fantasy-urban,fiction,magic,mystery,paranormal-fantasy,paranormal-romance,romance,sci-fi-fantasy,suspense,thriller,witches"
9663,137792,"adult-fiction,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,historical-fiction,literary-fiction,literature,modern-fiction,other-fiction,popular-fiction,realistic-fiction,romance,southern-fiction,southern-literature,women-s-fiction,womens-fiction"
9664,179174,"children-books,children-s,children-s-books,children-s-lit,childrens,childrens-books,childrens-literature,comic-books-graphic-novels,comics,comics-and-graphic-novels,comics-graphic-novels,comics-manga,detective,fantasy,fiction,graphic-novel,graphic-novel-comic,graphic-novel-comics,graphic-novels,graphic-novels-and-comics,graphic-novels-comics,literature,middle-grade,mystery,read-comics,young-adult"
9665,930612,"children,children-books,children-s,children-s-book,children-s-books,children-s-chapter-books,children-s-fiction,children-s-lit,children-s-literature,children-young-adult,childrens,childrens-books,contemporary,fiction,j-fiction,junior-fiction,juvenile-fiction,middle-grade,realistic-fiction"
9666,21480734,"contemporary,economics,history,non-fiction,non-fiction-to-read,nonfiction,nonfiction-science,nonfiction-to-read,philosophy,politics,psychology,psychology-sociology,to-read-non-fiction,to-read-nonfiction"
